nom,description,categorie,URL,age,disponible,est_nouveau
Réveil Kid’sleep® Moon,"Objectif :  Enseigner le lever et le coucher. Ce réveil permet d’appréhender les notions de jour et de nuit de façon ludique.  

  <ul style=""padding-left: 1.2em; list-style-type: disc;"">
     Indicateur visuel de l'heure (jour/nuit) 
     4 musiques différentes 
     4 alarmes + mode silencieux 
     4 intensités lumineuses 
     Fonction veilleuse seule 
     Processus guidé de ""mise au lit"" 
     Processus de réveil progressif 
     3 réglages personnalisés : nuit / sieste / week-end","materiel, gestion du temps, synotypes",https://www.autismediffusion.com/products/reveil-kidsleep-moon,,,
IDEOpicto Retour au calme,"La roulette Retour au calme est une roue pivotante recto-verso qui aide l'enfant à vaincre l'anxiété. 
    8 symptômes d'anxiété au recto et 8 stratégies pour retrouver son calme au verso.
    
   
    La personne anxieuse peut identifier son symptôme sur le recto de la roue en tournant la fenêtre blanche 
    vis-à-vis de celui ressenti. Ensuite, elle peut regarder le verso de la roue et sélectionner une des huit stratégies 
    pour retrouver son calme.
    
   Facile à manipuler. ø 23 cm","gestion du comportement, le materiel, jeux educatifs, materiel, outils de communication, sequentiels et supports visuels, emotions et comportements positifs 1",https://www.autismediffusion.com/products/ideopicto-retour-au-calme,,,
IDEOpicto La ronde des bobos,"La ronde des bobos est une roue pivotante recto-verso qui aide l'enfant à identifier une douleur physique et son intensité. 
    8 douleurs communes au recto et 8 réactions au verso. 
     Facile à manipuler. ø 23 cm","gestion du comportement, le materiel, jeux educatifs, materiel, outils de communication, sequentiels et supports visuels, emotions et comportements positifs 1",https://www.autismediffusion.com/products/ideopicto-la-ronde-des-bobos,,,
Rouleau de 25 M de Velcro® adhésif BOUCLE blanc 25mm,"Bandes de Velcro® adhésives boucle  – Largeur : 25 mm.  
   En blanc et adaptées à tous supports.  
   
    💬 <a href=""/blogs/habiletes-sociales/comment-les-produits-velcro-facilitent-lorganisation-quotidienne-pour-les-personnes-autistes"" style=""font-weight:bold; color:#2388ee; font-size:1.1em; text-decoration:none;"">
      Comment les produits Velcro® facilitent l'organisation quotidienne pour les personnes autistes","materiel, velcro®, velcro® blanc",https://www.autismediffusion.com/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm,,,
Rouleau de 25 M de Velcro® adhésif CROCHET blanc 25mm,"Bandes de Velcro® adhésives crochet  – Largeur : 25 mm.  
   En blanc et adaptées à tous supports.  
   
    💬 <a href=""/blogs/habiletes-sociales/comment-les-produits-velcro-facilitent-lorganisation-quotidienne-pour-les-personnes-autistes"" style=""font-weight:bold; color:#2388ee; font-size:1.1em; text-decoration:none;"">
      Comment les produits Velcro® facilitent l'organisation quotidienne pour les personnes autistes","materiel, velcro®, velcro® blanc",https://www.autismediffusion.com/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm,,,
"Sable à modeler - paquet de 2,5 kg","Ce sable à la texture étonnante est composé à 98% de sable naturel. Il est fluide lorsqu'il s'écoule et très compact lorsqu'on le moule.  
 Modelable, il offre une sensation tactile unique, idéale pour des moments de relaxation et de bien-être. Ultra léger, sans gluten, il ne tache pas et ne sèche jamais. Facile à nettoyer.","jeux educatifs, loisirs individuels et collectifs, produits sensoriels, sapaiser se relaxer, toucher",https://www.autismediffusion.com/products/sable-a-modeler-cinetique-sable-magique,,,
Sablier géant,Ces grands sabliers très résistants ont des embouts renforcés ainsi qu'une paroi de protection en plastique. Idéal pour une utilisation avec les enfants présentant des difficultés de concentration. Disponible dans une sélection de différentes durées.,"gestion du temps, sabliers",https://www.autismediffusion.com/products/sablier-geant,,,
Mon sac senso,"Facilement transportable,  Mon sac senso pour adolescents.es et adultes  offre une solution pratique et complète pour la régulation sensorielle, le soulagement du stress, la concentration et la communication des émotions quel que soit l'endroit où l'on se trouve. Il favorise l'autonomie, permet de gérer ses propres besoins sensoriels, de se sentir plus à l'aise et en confiance au quotidien.
  

<ul style=""padding-left: 1.2em;"">
   Il favorise la régulation sensorielle  : il permet de gérer les stimuli sensoriels qui peuvent être accablants. Le casque antibruit réduit les bruits forts et indésirables, tandis que les autres outils inclus offrent des moyens tangibles de se calmer et de se recentrer. 
   Soulage le stress et l'anxiété  : la balle, le mini coussin vibrant et le thermomètre émotionnel sont des outils éprouvés pour réduire le stress et l'anxiété. Ces objets peuvent être utilisés pour se détendre, se concentrer et contrôler davantage ses émotions. 
   Facile à transporter  : il est conçu de telle manière que l'on peut l'emporter partout : que ce soit dans les transports en commun, au travail, en déplacement, ou dans tous types de situations sociales. 
   Autonomie  : Mon sac senso permet de prendre soin de soi-même et de gérer ses propres besoins sensoriels. Cela favorise l'autonomie et renforce la confiance en soi, ce qui est essentiel pour le bien-être général. 
   Favorise la concentration et la productivité  : le casque antibruit offre une solution pratique pour atténuer les distractions auditives et se concentrer sur les tâches ou activités. 
   Évaluation des émotions  : le thermomètre des émotions est un outil qui permet de mieux comprendre et exprimer ses émotions. Il offre un moyen visuel et concret de communiquer ses ressentis, facilitant ainsi la communication avec les autres et l'identification de stratégies d'adaptation appropriées. 
   Encourage l'autosoin  : en utilisant régulièrement les outils inclus dans Mon sac senso, il est possible de reconnaître ses propres besoins et à prendre des mesures pour les satisfaire, ce qui contribue à une meilleure santé mentale et émotionnelle. 
 

<p style=""color: red; font-weight: bold;"">
  Mon sac senso n'est pas modifiable. Tangle et balle arc-en-ciel : la couleur peut varier selon le stock disponible.","gestion du comportement, le materiel, produits sensoriels, ecouter, le gout, proprioception, sapaiser se relaxer, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/mon-sac-senso,,,
"Le petit illustré de l'intimité de la vulve, du vagin, de l'utérus, du clitor...","<a href=""https://atelier-de-la-belle-etoile.fr/wp-content/uploads/2023/09/extrait-petitillustreT1-1.pdf"" 
     target=""_blank"" 
     style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
    📖 Visualiser un extrait
   
  

 
   Après deux tomes axés sur l’intimité des filles et des garçons et un tome sur la parentalité et les conceptions,  Le Petit Illustré de l’intimité  revient avec un quatrième tome sur la puberté, l’identité, le consentement, l’amour, la sexualité, etc., destiné aux préados et aux ados.  
  
   Tout cela de façon engagée, inclusive, sans tabous, sans détours et sans fausse pudeur !  
  
   Il est à mettre entre les mains de tous les curieux·ses qui se questionnent sur leur intimité, leur identité et leurs relations aux autres (amoureuses, mais aussi amicales).  

  <h3>Pourquoi un livre sur la vie affective et la santé sexuelle pour les ados ?</h3>

   Les années passent et les enfants qui ont lu les premiers tomes des Petits Illustrés grandissent. Les deux autrices ont donc décidé de suivre leurs évolutions et leurs questionnements. C’est pourquoi ce quatrième tome sur la vie affective et la santé sexuelle s’adresse aux préadolescent·e·s et aux adolescent·e·s – à partir de 11-12 ans.  
  
   La période du collège est en effet une étape cruciale. Que ce soit dans le rapport au corps, dans la construction de l’image de soi, dans les relations aux autres, les adolescents se posent mille questions. Apporter aux jeunes les bonnes réponses et constituer de solides fondations est capital pour le développement d’une future vie affective et sexuelle épanouissante en toute sécurité.  

  <h3>Santé sexuelle : déconstruire les mythes</h3>
  
   Tout d’abord, ce livre n’est pas un guide des pratiques ou un kamasutra. Il cherche à nourrir la compréhension des enfants de la santé sexuelle plutôt que d’entretenir le flou sur ce sujet sensible. De nombreux enjeux se nouent à l’adolescence. Les mythes (véhiculés par les amis ou les films pornographiques, etc.) et la pression du groupe peuvent les perturber et leur donner de mauvaises informations et habitudes.  
  
   C’est pourquoi ce documentaire pose les bases des relations intimes sans tourner autour du pot. Il donne des informations objectives et des connaissances scientifiques avec des mots justes, adaptés à leur âge. Il rappelle les limites définies par la loi et les amène à mieux percevoir les risques.  
  
   Ce livre souhaite encourager enfants et adolescents à adopter un comportement responsable dans le respect de soi et des autres.  

  <h3>Ce qu’il y a à l’intérieur</h3>
  
   Dans cette tranche d’âge cohabitent ceux qui n’ont pas encore commencé la puberté et ceux qui l’ont atteinte. Le livre se divise donc en deux parties. D’un côté, il évoque le corps, les relations aux autres ; de l’autre, les relations sexuelles. Un message invitant les lecteur·ices à ne pas lire les chapitres suivants s’ils ne sont pas encore prêts à aborder la sexualité et la contraception précède cette seconde partie. Chacun peut alors trouver réponse à ses interrogations à son rythme, que l’on soit en 6<sup>e</sup> ou en 3<sup>e</sup>.  

  <h3>Pour quelle tranche d’âge ?</h3>
   À partir de 12 ans  

  <h3>Et aussi…</h3>

   Ce tome est également agrémenté d’un lexique d’une cinquantaine de notions. Il contient également une page « contact » listant des associations ressources (planning familial, associations d’aide aux ados, associations LGBTQI+, etc.).  
  
   Ce quatrième tome est rédigé en écriture inclusive et relu par un sensitivity reader.  
  
   Tout comme les trois autres tomes, il a reçu le label de la Chaire Santé Sexuelle et Droits Humains de l’UNESCO.","les livres, livres jeunesse, strategies educatives, syndrome dasperger et autisme de haut niveau,",https://www.autismediffusion.com/products/le-petit-illustre-de-lintimite-de-la-vulve-du-vagin-de-luterus-du-clitor,,,
Eduquer contre le harcèlement scolaire,"Chaque ensemble de 4 fiches représente une séquence présentant une stratégie pour faire face à l'exclusion et/ou au harcèlement à l'école.  
    Système d'autocorrection au dos permettant d'ordonner les fiches correctement.  
    Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® : rouleaux 25m 
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">boucle  ou 
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">crochet , 
    bandes adhésives 10m 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">noir  ou 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">blanc , 
    <a href=""/products/200-pastilles-de-velcro"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">pastilles Velcro® .","jeux educatifs, autonomie, planification et sequences, emotions et comportements positifs 1",https://www.autismediffusion.com/products/eduquer-contre-le-harcelement-scolaire,,,
Cloison de bureau pop-up,"La cloison de bureau pop-up est un paravent composé de 3 volets d'une hauteur de 34cm, pliable et imperméable.  

 Créez un espace de travail calme et délimité, idéal pour favoriser la concentration et réduire les distractions visuelles et sonores. Ce séparateur est parfait pour les environnements scolaires ou à la maison, il aide à instaurer une atmosphère propice aux activités individuelles comme la lecture, l’écriture ou les devoirs.  

 Particulièrement adapté aux enfants sensibles aux stimuli extérieurs, il offre un cadre rassurant et structurant, favorisant un meilleur recentrage. Compacte et facile à mettre en place, cette cloison s'intègre naturellement à tout espace sans l’encombrer.  

 Outil pédagogique simple et économique, elle s'avère remarquablement efficace pour améliorer la qualité de l’attention et l’autonomie au quotidien. Chaque volet peut accueillir des mémos, des rappels visuels, des séquences de pictogrammes ou encore des cartes mentales.","materiel, gestion du temps, synotypes, produits sensoriels, se concentrer apprendre, voir",https://www.autismediffusion.com/products/cloison-de-bureau-pop-up,,,
Avant et après,"Jeu comprenant 90 photographies réparties en 30 séries : avant, intermédiaire, après. Chaque série contient 3 photographies.
  
 
  Le jeu s’organise autour de 10 fiches maîtresses centrales allongées. Chaque fiche maîtresse est la fiche centrale de 3 séries que l’enfant doit compléter des deux côtés avec les fiches à placer correctement.
  
 
  Dispose d’un système d’autocorrection par bande de 5 couleurs. Comprend un guide pédagogique.","jeux educatifs, planification et sequences, mathematiques",https://www.autismediffusion.com/products/avant-et-apres,,,
Séquences basiques - niveau 2,"Objectif pédagogique : travailler les repères espace-temps (avant-après) et construire une histoire à partir de supports visuels connus.
    
   
    Ce jeu propose des petites histoires séquencées pour initier à la perception chronologique. L'exercice d'ordonnancement aide à comprendre la notion d’""avant"" et ""après"", favorisant ainsi l’appréhension du temps de manière coordonnée et rythmée.
    
   
    Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® :
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">boucle  ou 
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">crochet , 
    bandes adhésives 10m 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">noir  ou 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">blanc , 
    <a href=""/products/200-pastilles-de-velcro"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">pastilles Velcro® .","jeux educatifs, autonomie, planification et sequences, emotions et comportements positifs 1",https://www.autismediffusion.com/products/sequences-basiques-niveau-2,,,
Séquences basiques - niveau 1,"Objectif pédagogique : travailler les repères espace-temps (avant-après) et construire une histoire à partir de supports visuels connus.
    
   
    Ce jeu propose des petites histoires séquencées pour initier à la perception chronologique. L'exercice d'ordonnancement aide à comprendre la notion d’""avant"" et ""après"", favorisant ainsi l’appréhension du temps de manière coordonnée et rythmée.
    
   
    Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® :
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">boucle  ou 
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">crochet , 
    bandes adhésives 10m 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">noir  ou 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">blanc , 
    <a href=""/products/200-pastilles-de-velcro"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">pastilles Velcro® .","jeux educatifs, autonomie, planification et sequences, emotions et comportements positifs 1",https://www.autismediffusion.com/products/sequences-basiques-niveau-1,,,
"Moi, autiste et sexuelle","La femme autiste en a vu d’autres ! Mais bien qu’elle ait beaucoup de choses à nous raconter, encore faut-il que nous soyons là pour l’écouter. C’est un discours loin d’être ennuyant celui de la femme autiste ! C’est avec l’énergie de la découverte et du partage que l’auteure de <em>« Moi, autiste et sexuelle »</em>, Josée Durocher, elle-même autiste, nous invite à la lecture. Les seules qualités qu’on doit avoir pour cette lecture sont essentiellement la curiosité et l’amour des femmes puisque les femmes autistes ne sont pas si différentes des autres femmes, ayant des besoins comme elles toutes et des envies aussi.  

 La curiosité servira à toujours en savoir davantage – encore bien plus loin que ce livre – et l’amour des femmes vous incitera à les respecter toujours un peu plus. L’auteure vient ici mettre les assises d’une réalité qui existe bel et bien : la sexualité de la femme autiste, de ces balbutiements à ses grandes expressions en passant par tout (ou à peu près tout) ce qu’elle peut y vivre.  

 Pourquoi un tel livre ? Parce que les intéressées le savent déjà, la femme autiste souffre d’une grande invisibilité diagnostique. Il est facile de conclure alors que cette invisibilité s’étend à toute sa vie et ses expressions. Ce livre est un début de réflexion et de discussion pour un respect inspiré de tout ce que vous avez d’humanité en vous.","les livres, syndrome dasperger et autisme de haut niveau,  , temoignages",https://www.autismediffusion.com/products/moi-autiste-et-sexuelle,,,
Ce que Elsa aime,"Elsa aime différentes activités. Elle aime écouter de la musique et faire des pizzas. Il y a aussi des activités qu’Elsa aime faire en privé, comme toucher sa vulve.
   
    
   
    Ce document, accessible et positif, aide les parents et professionnels à enseigner la masturbation aux filles avec autisme ou troubles assimilés. 
    Il explique où et quand cette activité est appropriée et aide à établir des frontières entre la vie privée et publique.
   
   
    Avec des illustrations simples mais explicites, ce livre fournit un support parfait pour parler de la sexualité avec les filles et jeunes femmes avec autisme ou troubles assimilés.
   
    
   
    <em>« Ces livres illustrés de façon attractive, avec des images claires, anatomiques et simples, un texte sans ambiguïté, traitent courageusement les aspects de la sexualité qui constituent un challenge à enseigner et vont faciliter la discussion et l'apprentissage. Ils constitueront un bon complément à la bibliothèque des familles d'adolescents autistes. »</em>
     
    –  Sarah Attwood , auteure de <em>Making sense of sex</em>.
   
   
    <em>« Cette série est parfaite pour les cours d'éducation sexuelle. Un choix excellent et très aidant pour les professionnels travaillant avec des personnes autistes ! »</em>
     
    –  Ioannis Voskopoulos-Labrini Ioannou , psychologue.","gestion du comportement, les livres, livres jeunesse, scolarite, strategies educatives, librairie,  , les collections, nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/ce-que-elsa-aime,,,
Wiggle Wobble Rock & Twist,"Wiggle Wobble Rock & Twist de Bouncyband  est un outil sensoriel conçu pour les enfants ayant des besoins spécifiques en matière de régulation sensorielle, tels que ceux ayant un trouble du spectre de l'autisme (TSA), un TDAH ou un trouble de l'attention. Il offre une alternative dynamique aux sièges traditionnels, permettant aux enfants de bouger tout en restant concentrés.  

  Fonctionnement et bienfaits sensoriels :  Ce siège innovant permet une rotation à 360° et un basculement dans toutes les directions, offrant ainsi une stimulation vestibulaire essentielle pour le développement sensoriel. Les mouvements actifs aident à libérer l'énergie excédentaire, favorisant ainsi la relaxation et la concentration. Il est particulièrement bénéfique pour les enfants ayant besoin de bouger pour rester concentrés.  

  Développement moteur et cognitif :  En plus de ses bienfaits sensoriels, le Wiggle Wobble Rock & Twist contribue au développement de l'équilibre, de la posture et de la coordination. Les mouvements de bascule avant-arrière et latéraux sollicitent les muscles du tronc, renforçant ainsi la stabilité corporelle et la conscience corporelle.  

  Sécurité et durabilité :  Fabriqué en plastique épais de haute qualité, ce siège est équipé de deux poignées en acier recouvertes de mousse, assurant une prise en main sécurisée. Il est conçu pour supporter un poids maximal de 136 kg, ce qui le rend adapté à une large tranche d'âge.","gestion du comportement, le materiel, produits sensoriels, se concentrer apprendre, vestibulaire",https://www.autismediffusion.com/products/wiggle-wobble-rock-twist,,,
D'une classe à l'autre,"<div class=""product-description"">
   
    Tous les enfants, y compris ceux présentant de l’autisme, ont droit à une éducation garantie par la société.
    
   
    Ce livre vise à transformer cette volonté en réalité en aidant chaque enfant autiste à développer des compétences scolaires. Il aborde :
    
   
     La dyade autistique (troubles de la communication sociale, comportements restreints et répétitifs) 
     Les interprétations particulières des stimuli sensoriels 
     Le mode de pensée spécifique des élèves autistes 
   
   
    Comprendre ces élèves est une étape essentielle pour utiliser des stratégies pédagogiques adaptées à leurs besoins.
    
   
    Ce livre offre aux enseignants et aux personnes intéressées par le soutien scolaire :
    
   
     Une mise en perspective historique pour mieux analyser la situation actuelle 
     Une meilleure compréhension de la pensée autistique 
     Des gestes professionnels efficaces pour soutenir les apprentissages scolaires des élèves avec autisme et les autres élèves","les livres, connaissance de lautisme, scolarite, strategies educatives, librairie,  , nos editions",https://www.autismediffusion.com/products/dune-classe-a-lautre,,,
Pack Aku Mat (Comfort + Pro),"Le pack Aku Mat est composé d'<span style=""color:black; font-weight:bold;"">un lot de 2 Aku Mat <span style=""color:red; font-weight:bold;"">Comfort+ un lot de 2 Aku Mat <span style=""color:gray; font-weight:bold;"">Pro  , totalisant 4 tapis (2 <span style=""color:red; font-weight:bold;"">Comfortet 2 <span style=""color:gray; font-weight:bold;"">Pro ).
 

 
  Le tapis Aku Mat est idéal pour activer la circulation sanguine plantaire. Il est composé de deux parties, utilisables ensemble ou séparément, et proposé en deux versions : 
  <span style=""color:red; font-weight:bold;"">Comfort(résistance moyenne) et <span style=""color:gray; font-weight:bold;"">Pro(forte résistance).
 

 
  La version <span style=""color:red; font-weight:bold;"">Comfortest indiquée pour ceux qui recherchent un stimulus à moindre impact, idéale aussi pour créer des parcours sensoriels.
 

 
  La version <span style=""color:gray; font-weight:bold;"">Pros'adresse à ceux qui souhaitent un stimulus sensoriel maximal, par exemple les personnes hyposensibles sur le plan tactile.
 

 
  Le tapis Aku Mat présente une surface à picots qui stimule les récepteurs tactiles, offrant un retour sensoriel apaisant pour les personnes en quête de stimulations tactiles.
 

 
  La texture en relief aide à réguler le système sensoriel, notamment chez les personnes ayant des difficultés à traiter les informations tactiles et/ou proprioceptives. Cette stimulation peut avoir un effet calmant et réduire l’anxiété ou les comportements d’autostimulation.
 

 
  En séance de psychomotricité ou d’ergothérapie, il permet de mettre en place des exercices renforçant la motricité globale, la coordination et la perception corporelle (proprioception).","produits sensoriels, coordonner manipuler, proprioception, toucher, vestibulaire",https://www.autismediffusion.com/products/pack-aku-mat-comfort-pro,,,
Oeuf lumineux,L’ œuf lumineux  change de couleur toutes les 8 secondes. Il peut être utilisé comme  veilleuse  ou comme  stimulateur visuel  pour créer une ambiance apaisante dans une chambre ou un espace sensoriel.,"produits sensoriels, sapaiser se relaxer, voir",https://www.autismediffusion.com/products/oeuf-lumineux,,,
Disque assise dynamique relaxdays,"Disque gonflable (avec pompe) conçu pour dynamiser l'assise et permettre de bouger tout en restant assis ! 
  Ce disque d'assise dynamique se présente comme un coussin à poser sur une chaise. 
  Une face est dotée de petites bosses antidérapantes, tandis que l'autre présente des picots pour une stimulation tactile et proprioceptive supplémentaire. 
  En plus d'améliorer la posture assise et la stabilité, ce disque permet de mobiliser l'attention et de favoriser la concentration. 
  Il est particulièrement adapté aux personnes TDAH.","gestion du comportement, le materiel, produits sensoriels, proprioception, se concentrer apprendre, toucher",https://www.autismediffusion.com/products/disque-assise-dynamique-relaxdays,,,
Happy Senso Original,"Le gel sensoriel Happy Senso a été nominé en 2018 au Healthcare Innovation Award.   
ENTENDRE, SENTIR, TOUCHER ET VOIR.   
Happy Senso est un gel aux propriétés multisensorielles. Il stimule plusieurs sens à la fois et son intensité peut être adaptée en variant son application.   
On peut l'entendre, le sentir, le voir et le toucher.   
Sur la peau, le gel Happy Senso procure un effet rafraîchissant. Il produit un son, comme un crépitement très ludique.   
C'est un merveilleux outil de stimulation sensorielle qui est très apprécié des intervenants.   
<span style=""color: rgb(239, 0, 27); font-weight: bold;"">Ce produit ne peut être retourné   
   
<span style=""text-decoration-line: underline; font-weight: bold;"">Disponible en 5 senteurs:   
- <span style=""color: rgb(24, 130, 237);"">NEUTRE: sans odeur   
- <span style=""color: rgb(105, 186, 167);"">MENTHE: léger parfum de menthe et texture rafraîchissante sur la peau   
- <span style=""color: rgb(239, 0, 120);"">DOUCEUR: parfum sucré aux notes de fraise   
- <span style=""color: rgb(134, 216, 0);"">TROPICAL: parfum tropical qui rappelle l'été (soleil, mer et plage)   
- <span style=""color: rgb(237, 119, 0);"">PASSION: doux parfum fruit de la passion","produits sensoriels, ecouter, sapaiser se relaxer, se stimuler se reguler, sentir, toucher, voir",https://www.autismediffusion.com/products/happy-senso-original,,,
Tapis sensoriel avec perles d'eau,"Le tapis sensoriel avec perles d'eau offre une expérience multisensorielle enrichissante. 
  Il est conçu pour apporter confort, apaisement et stimulation sensorielle, il permet de développer les compétences cognitives et gérer l'anxiété.
  

 
  <span style=""font-weight: bold; color: black;"">Stimulation sensorielle :les perles d'eau contenues dans le tapis sensoriel offrent une expérience tactile unique. Les mouvements fluides des perles procurent une sensation apaisante au toucher qui favorise la détente et la concentration.
  

 
  <span style=""font-weight: bold; color: black;"">Apaisement et gestion de l'anxiété :les mouvements doux des perles d'eau aident à réduire le stress et offrent un refuge contre les surstimulations.
  

 
  <span style=""font-weight: bold; color: black;"">Développement cognitif :le tapis sensoriel stimule le toucher et la vue. Les couleurs vives des perles d'eau et les formes qui apparaissent à travers les mouvements favorisent la reconnaissance visuelle et la coordination main-œil, améliorant ainsi les compétences cognitives.","produits sensoriels, se stimuler se reguler, toucher, voir",https://www.autismediffusion.com/products/tapis-sensoriel-avec-perles-d-eau,,,
Maxi balle anti-stress,"La maxi balle anti-stress de la marque NeeDoh® est une balle sensorielle spectaculaire ultra souple et malléable. Son format géant invite à la manipulation à deux mains : on peut la presser, la malaxer, la déformer pour une expérience sensorielle unique et apaisante. La maxi balle anti-stress est équivalente à la maxi balle anti-stress texturée, à la différence qu'elle est lisse.  

 De couleur vive, elle est remplie d'une substance non toxique semblable à de la pâte. Après chaque manipulation, elle reprend sa forme initiale.  

  Bénéfices :   
 
   Stimulation sensorielle apaisante, réduction du stress et de l'anxiété  : la taille géante et la surface très douce de la maxi balle offrent une stimulation sensorielle incomparable qui apaise, encourageant la relaxation et diminuant l'anxiété. Elle contribue à un sentiment de satisfaction, de bien-être immédiat et de régulation des émotions. Elle procure à la fois une stimulation tactile et visuelle. 
   Amélioration de la concentration  : l'utilisation régulière de la maxi balle aide à améliorer la concentration et l'attention, rendant plus facile la réalisation des tâches quotidiennes et scolaires. 
   Développement de la motricité fine  : en manipulant la maxi balle, les utilisateurs(trices) renforcent les muscles des mains et des doigts, ce qui améliore la coordination et la motricité fine. 
 

 Les couleurs peuvent varier, si vous avez une préférence ou une aversion pour une couleur, il suffit de nous le préciser lors de la validation de votre commande dans l'encart de texte libre (""Remarque""), nous ferons notre possible pour vous satisfaire selon les stocks disponibles.

 La nature souple et molle de ces produits signifie qu'ils ne dureront pas indéfiniment. Tous les objets mous et extensibles sont durables, mais pas indestructibles. Ils sont déconseillés aux enfants qui pourraient essayer de les mordre, de les mâcher ou d'en ingérer le contenu. Évitez tout écrasement ou étirement agressif ou excessif, ainsi que tout contact avec des objets pointus.","gestion du comportement, le materiel, produits sensoriels, sapaiser se relaxer, toucher, voir",https://www.autismediffusion.com/products/maxi-balle-anti-stress,,,
Elastiques colorés fidget TEXTURES (lot de 6),"Les &eacute;lastiques color&eacute;s sont con&ccedil;us pour aider la focalisation, l'attention et la concentration. 
    C'est un fidget r&eacute;sistant et tr&egrave;s souple, il peut donc &ecirc;tre manipul&eacute;, enroul&eacute;, nou&eacute;, malax&eacute;, &eacute;tir&eacute;... 
    Les utilisations sont nombreuses avec ce fidget polyvalent : exercices de motricit&eacute; fine, anti-stress... 
    Ils sont textur&eacute;s pour plus de stimulations tactiles et d'entr&eacute;es proprioceptives.","produits sensoriels, coordonner manipuler, proprioception, toucher",https://www.autismediffusion.com/products/elastiques-colores-fidget-textures-lot-de-6,,,
Lampe méduse,"La lampe méduse est une véritable oasis de calme. Son réservoir rempli de 2 méduses nageant gracieusement offre une stimulation visuelle douce et apaisante, favorisant la relaxation et la concentration.  
  

 
  Outil idéal pour créer un espace sensoriel personnalisé, cette lampe contribue à améliorer le bien-être et à réduire l'anxiété. Son design élégant et compact la rend facile à intégrer dans tout environnement, que ce soit à la maison, à l'école ou dans un espace thérapeutique.
  

  Bénéfices :   
 
   
     Calme et sérénité :  le mouvement doux et hypnotisant des méduses crée une atmosphère paisible et apaisante, idéale pour réduire l'anxiété, favoriser la détente et la régulation sensorielle.
   
   
     Stimulation visuelle douce :  la lampe offre une stimulation visuelle non intrusive.
   
   
     Focus et concentration :  le mouvement régulier et captivant des méduses aide à améliorer la concentration et à réduire les distractions.
   
   
     Outil thérapeutique :  la lampe méduse peut être utilisée comme un outil complémentaire dans les thérapies comportementales et sensorielles.
   
   
     Développement sensoriel :  l'observation des méduses favorise le développement des sens, notamment la vue (grâce à la lumière douce).","gestion du comportement, le materiel, produits sensoriels, sapaiser se relaxer, se stimuler se reguler, voir",https://www.autismediffusion.com/products/lampe-meduse,,,
